timestamp,elapsed_time,pos_x,pos_y,pos_z,error_x,error_y,roll_ref_rad,pitch_ref_rad,roll_ref_deg,pitch_ref_deg,pid_x_p,pid_x_i,pid_x_d,pid_y_p,pid_y_i,pid_y_d,frame_number,marker_count,send_success,control_active,loop_time_ms
2025-09-26T19:26:33.786010,0.5073,-0.458840,0.533342,0.011383,0.458840,-0.533342,0.063871,0.074241,3.660,4.254,0.063779,0.000092,0.000000,0.074135,0.000107,-0.000000,1671614,3,1,1,0.16
2025-09-26T19:26:33.796521,0.5178,-0.458843,0.533319,0.011410,0.458843,-0.533319,0.064027,0.073896,3.668,4.234,0.063779,0.000188,0.000059,0.074131,0.000219,-0.000454,1671615,3,1,1,0.18
2025-09-26T19:26:33.814827,0.5361,-0.458797,0.533339,0.011395,0.458797,-0.533339,0.063612,0.074770,3.645,4.284,0.063773,0.000356,-0.000517,0.074134,0.000414,0.000221,1671617,3,1,1,0.13
2025-09-26T19:26:33.825058,0.5464,-0.458820,0.533366,0.011390,0.458820,-0.533366,0.064686,0.075205,3.706,4.309,0.063776,0.000450,0.000460,0.074138,0.000524,0.000543,1671618,3,1,1,0.13
2025-09-26T19:26:33.835372,0.5567,-0.458817,0.533353,0.011398,0.458817,-0.533353,0.064260,0.074498,3.682,4.268,0.063776,0.000544,-0.000059,0.074136,0.000632,-0.000270,1671619,3,1,1,0.26
2025-09-26T19:26:33.845774,0.5671,-0.458806,0.533351,0.011406,0.458806,-0.533351,0.064204,0.074839,3.679,4.288,0.063774,0.000640,-0.000210,0.074136,0.000744,-0.000041,1671620,3,1,1,0.16
2025-09-26T19:26:33.856312,0.5776,-0.458835,0.533326,0.011427,0.458835,-0.533326,0.065070,0.074518,3.728,4.270,0.063778,0.000737,0.000555,0.074132,0.000857,-0.000471,1671621,3,1,1,0.16
2025-09-26T19:26:33.866591,0.5879,-0.458816,0.533328,0.011404,0.458816,-0.533328,0.064237,0.075127,3.681,4.304,0.063775,0.000831,-0.000370,0.074133,0.000966,0.000028,1671622,3,1,1,0.14
2025-09-26T19:26:33.876677,0.5980,-0.458821,0.533339,0.011410,0.458821,-0.533339,0.064798,0.075434,3.713,4.322,0.063776,0.000924,0.000098,0.074134,0.001074,0.000226,1671623,3,1,1,0.18
2025-09-26T19:26:33.886988,0.6083,-0.458829,0.533327,0.011399,0.458829,-0.533327,0.064962,0.075077,3.722,4.302,0.063777,0.001018,0.000166,0.074132,0.001184,-0.000239,1671624,3,1,1,0.18
2025-09-26T19:26:33.897182,0.6185,-0.458815,0.533335,0.011404,0.458815,-0.533335,0.064594,0.075596,3.701,4.331,0.063775,0.001111,-0.000292,0.074134,0.001291,0.000171,1671625,3,1,1,0.30
2025-09-26T19:26:33.907015,0.6283,-0.458831,0.533329,0.011411,0.458831,-0.533329,0.065319,0.075403,3.742,4.320,0.063778,0.001203,0.000339,0.074133,0.001398,-0.000128,1671626,3,1,1,0.11
2025-09-26T19:26:33.917452,0.6388,-0.458823,0.533332,0.011404,0.458823,-0.533332,0.064905,0.075710,3.719,4.338,0.063776,0.001298,-0.000170,0.074133,0.001509,0.000068,1671627,3,1,1,0.12
2025-09-26T19:26:33.927644,0.6489,-0.458839,0.533323,0.011400,0.458839,-0.533323,0.065503,0.075565,3.753,4.330,0.063779,0.001392,0.000333,0.074132,0.001618,-0.000184,1671628,3,1,1,0.15
2025-09-26T19:26:33.937697,0.6590,-0.458819,0.533319,0.011413,0.458819,-0.533319,0.064847,0.075771,3.715,4.341,0.063776,0.001484,-0.000413,0.074131,0.001725,-0.000085,1671629,3,1,1,0.14
2025-09-26T19:26:33.948252,0.6696,-0.458810,0.533334,0.011394,0.458810,-0.533334,0.065175,0.076260,3.734,4.369,0.063775,0.001581,-0.000180,0.074133,0.001837,0.000289,1671630,3,1,1,0.16
2025-09-26T19:26:33.958271,0.6796,-0.458815,0.533334,0.011385,0.458815,-0.533334,0.065549,0.076083,3.756,4.359,0.063775,0.001673,0.000101,0.074133,0.001944,0.000006,1671631,3,1,1,0.14
2025-09-26T19:26:33.968660,0.6900,-0.458819,0.533343,0.011403,0.458819,-0.533343,0.065631,0.076371,3.760,4.376,0.063776,0.001767,0.000087,0.074135,0.002055,0.000182,1671632,3,1,1,0.20
