timestamp,elapsed_time,pos_x,pos_y,pos_z,error_x,error_y,roll_ref_rad,pitch_ref_rad,roll_ref_deg,pitch_ref_deg,pid_x_p,pid_x_i,pid_x_d,pid_y_p,pid_y_i,pid_y_d,frame_number,marker_count,send_success,control_active,loop_time_ms
2025-09-26T18:12:02.685475,0.5011,0.000467,0.000238,0.022037,-0.000467,-0.000238,-0.000094,0.000048,-0.005,0.003,-0.000094,-0.000000,0.000000,0.000048,0.000000,-0.000000,1224657,4,1,1,0.34
2025-09-26T18:12:02.695352,0.5110,0.000472,0.000266,0.022009,-0.000472,-0.000266,-0.000228,0.000746,-0.013,0.043,-0.000095,-0.000000,-0.000132,0.000054,0.000000,0.000692,1224658,4,1,1,0.18
2025-09-26T18:12:02.715425,0.5310,0.000522,0.000441,0.022205,-0.000522,-0.000441,-0.000716,0.002231,-0.041,0.128,-0.000105,-0.000001,-0.000610,0.000089,0.000001,0.002142,1224660,4,1,1,0.18
2025-09-26T18:12:02.725758,0.5414,0.000434,0.000161,0.022070,-0.000434,-0.000161,0.002009,-0.006630,0.115,-0.380,-0.000088,-0.000001,0.002098,0.000033,0.000001,-0.006664,1224661,4,1,1,0.19
2025-09-26T18:12:02.736374,0.5520,0.000473,0.000374,0.022247,-0.000473,-0.000374,-0.001014,0.005033,-0.058,0.288,-0.000096,-0.000001,-0.000917,0.000076,0.000001,0.004957,1224662,4,1,1,0.26
2025-09-26T18:12:02.746948,0.5626,0.000502,0.000283,0.021948,-0.000502,-0.000283,-0.000773,-0.002041,-0.044,-0.117,-0.000101,-0.000001,-0.000670,0.000057,0.000001,-0.002099,1224663,4,1,1,0.20
2025-09-26T18:12:02.757395,0.5730,0.000455,0.000242,0.022035,-0.000455,-0.000242,0.001023,-0.000933,0.059,-0.053,-0.000092,-0.000001,0.001116,0.000049,0.000001,-0.000983,1224664,4,1,1,0.20
2025-09-26T18:12:02.767888,0.5835,0.000442,0.000227,0.022045,-0.000442,-0.000227,0.000204,-0.000305,0.012,-0.018,-0.000089,-0.000002,0.000295,0.000046,0.000001,-0.000352,1224665,4,1,1,0.19
2025-09-26T18:12:02.778346,0.5940,0.000451,0.000225,0.022045,-0.000451,-0.000225,-0.000297,0.000011,-0.017,0.001,-0.000091,-0.000002,-0.000204,0.000045,0.000001,-0.000036,1224666,4,1,1,0.20
2025-09-26T18:12:02.788653,0.6043,0.000500,0.000256,0.021956,-0.000500,-0.000256,-0.001271,0.000787,-0.073,0.045,-0.000101,-0.000002,-0.001168,0.000052,0.000001,0.000734,1224667,4,1,1,0.15
2025-09-26T18:12:02.799188,0.6148,0.000510,0.000247,0.021967,-0.000510,-0.000247,-0.000331,-0.000146,-0.019,-0.008,-0.000103,-0.000002,-0.000226,0.000050,0.000001,-0.000197,1224668,4,1,1,0.15
2025-09-26T18:12:02.809316,0.6249,0.000522,0.000407,0.022229,-0.000522,-0.000407,-0.000397,0.003961,-0.023,0.227,-0.000105,-0.000002,-0.000289,0.000082,0.000001,0.003877,1224669,4,1,1,0.18
2025-09-26T18:12:02.819625,0.6352,0.000512,0.000387,0.022187,-0.000512,-0.000387,0.000117,-0.000385,0.007,-0.022,-0.000104,-0.000003,0.000224,0.000078,0.000002,-0.000465,1224670,4,1,1,0.12
2025-09-26T18:12:02.830021,0.6456,0.000501,0.000247,0.021962,-0.000501,-0.000247,0.000166,-0.003287,0.009,-0.188,-0.000101,-0.000003,0.000270,0.000050,0.000002,-0.003338,1224671,4,1,1,0.23
2025-09-26T18:12:02.840088,0.6557,0.000476,0.000242,0.022007,-0.000476,-0.000242,0.000512,-0.000076,0.029,-0.004,-0.000096,-0.000003,0.000611,0.000049,0.000002,-0.000127,1224672,4,1,1,0.16
2025-09-26T18:12:02.850483,0.6661,0.000475,0.000197,0.022007,-0.000475,-0.000197,-0.000071,-0.001022,-0.004,-0.059,-0.000096,-0.000003,0.000028,0.000040,0.000002,-0.001064,1224673,4,1,1,0.21
2025-09-26T18:12:02.860798,0.6764,0.000477,0.000223,0.022074,-0.000477,-0.000223,-0.000150,0.000651,-0.009,0.037,-0.000096,-0.000003,-0.000050,0.000045,0.000002,0.000604,1224674,4,1,1,0.13
2025-09-26T18:12:02.871167,0.6868,0.000440,0.000207,0.022023,-0.000440,-0.000207,0.000793,-0.000343,0.045,-0.020,-0.000089,-0.000003,0.000885,0.000042,0.000002,-0.000387,1224675,4,1,1,0.15
2025-09-26T18:12:02.881648,0.6972,0.000494,0.000222,0.022005,-0.000494,-0.000222,-0.001412,0.000412,-0.081,0.024,-0.000100,-0.000004,-0.001309,0.000045,0.000002,0.000365,1224676,4,1,1,0.35
2025-09-26T18:12:02.891575,0.7072,0.000464,0.000164,0.022097,-0.000464,-0.000164,0.000647,-0.001366,0.037,-0.078,-0.000094,-0.000004,0.000744,0.000033,0.000002,-0.001401,1224677,4,1,1,0.19
2025-09-26T18:12:02.902060,0.7177,0.000497,0.000397,0.022209,-0.000497,-0.000397,-0.000892,0.005539,-0.051,0.317,-0.000100,-0.000004,-0.000788,0.000080,0.000002,0.005456,1224678,4,1,1,0.16
2025-09-26T18:12:02.912493,0.7281,0.000490,0.000416,0.022227,-0.000490,-0.000416,0.000071,0.000526,0.004,0.030,-0.000099,-0.000004,0.000175,0.000084,0.000002,0.000440,1224679,4,1,1,0.19
2025-09-26T18:12:02.923096,0.7387,0.000484,0.000230,0.022012,-0.000484,-0.000230,0.000037,-0.004239,0.002,-0.243,-0.000098,-0.000004,0.000140,0.000047,0.000003,-0.004288,1224681,4,1,1,0.15
2025-09-26T18:12:02.933379,0.7490,0.000470,0.000210,0.022006,-0.000470,-0.000210,0.000233,-0.000448,0.013,-0.026,-0.000095,-0.000005,0.000332,0.000042,0.000003,-0.000493,1224682,4,1,1,0.11
2025-09-26T18:12:02.943937,0.7595,0.000444,0.000212,0.022033,-0.000444,-0.000212,0.000520,0.000104,0.030,0.006,-0.000090,-0.000005,0.000614,0.000043,0.000003,0.000059,1224683,4,1,1,0.22
