timestamp,elapsed_time,pos_x,pos_y,pos_z,error_x,error_y,roll_ref_rad,pitch_ref_rad,roll_ref_deg,pitch_ref_deg,pid_x_p,pid_x_i,pid_x_d,pid_y_p,pid_y_i,pid_y_d,frame_number,marker_count,send_success,control_active,loop_time_ms
2025-09-19T18:50:01.246025,0.5040,0.004367,-0.001501,0.021858,-0.004367,0.001501,-0.001310,-0.000450,-0.075,-0.026,-0.001310,-0.000000,0.000000,-0.000450,0.000000,-0.000000,1157727,4,1,1,0.24
2025-09-19T18:50:01.256111,0.5140,0.004334,-0.001466,0.021815,-0.004334,0.001466,-0.001141,-0.000266,-0.065,-0.015,-0.001300,-0.000000,0.000160,-0.000440,0.000000,0.000174,1157728,4,1,1,0.15
2025-09-19T18:50:01.273089,0.5310,0.004345,-0.001449,0.021841,-0.004345,0.001449,-0.001335,-0.000385,-0.076,-0.022,-0.001304,-0.000000,-0.000031,-0.000435,0.000000,0.000050,1157729,4,1,1,0.16
2025-09-19T18:50:01.283369,0.5413,0.004371,-0.001502,0.021913,-0.004371,0.001502,-0.001440,-0.000711,-0.082,-0.041,-0.001311,-0.000000,-0.000128,-0.000451,0.000000,-0.000260,1157730,4,1,1,0.15
2025-09-19T18:50:01.293889,0.5518,0.004379,-0.001501,0.021899,-0.004379,0.001501,-0.001350,-0.000442,-0.077,-0.025,-0.001314,-0.000000,-0.000037,-0.000450,0.000000,0.000008,1157731,4,1,1,0.15
2025-09-19T18:50:01.304387,0.5623,0.004318,-0.001439,0.021863,-0.004318,0.001439,-0.000991,-0.000124,-0.057,-0.007,-0.001295,-0.000000,0.000304,-0.000432,0.000000,0.000307,1157733,4,1,1,0.59
2025-09-19T18:50:01.314362,0.5723,0.004339,-0.001470,0.021907,-0.004339,0.001470,-0.001403,-0.000591,-0.080,-0.034,-0.001302,-0.000000,-0.000101,-0.000441,0.000000,-0.000150,1157734,4,1,1,0.11
2025-09-19T18:50:01.324866,0.5828,0.004362,-0.001464,0.021877,-0.004362,0.001464,-0.001418,-0.000412,-0.081,-0.024,-0.001309,-0.000000,-0.000109,-0.000439,0.000000,0.000027,1157735,4,1,1,0.13
2025-09-19T18:50:01.335123,0.5930,0.004378,-0.001489,0.021885,-0.004378,0.001489,-0.001395,-0.000565,-0.080,-0.032,-0.001314,-0.000000,-0.000081,-0.000447,0.000000,-0.000118,1157736,4,1,1,0.11
2025-09-19T18:50:01.345344,0.6033,0.004347,-0.001447,0.021842,-0.004347,0.001447,-0.001150,-0.000230,-0.066,-0.013,-0.001304,-0.000000,0.000154,-0.000434,0.000000,0.000204,1157737,4,1,1,0.20
2025-09-19T18:50:01.355673,0.6136,0.004351,-0.001450,0.021917,-0.004351,0.001450,-0.001325,-0.000449,-0.076,-0.026,-0.001305,-0.000000,-0.000019,-0.000435,0.000000,-0.000014,1157738,4,1,1,0.16
2025-09-19T18:50:01.365923,0.6238,0.004343,-0.001443,0.021891,-0.004343,0.001443,-0.001264,-0.000399,-0.072,-0.023,-0.001303,-0.000000,0.000039,-0.000433,0.000000,0.000034,1157739,4,1,1,0.13
2025-09-19T18:50:01.376004,0.6339,0.004327,-0.001469,0.021939,-0.004327,0.001469,-0.001217,-0.000569,-0.070,-0.033,-0.001298,-0.000000,0.000081,-0.000441,0.000000,-0.000129,1157740,4,1,1,0.12
2025-09-19T18:50:01.386581,0.6445,0.004303,-0.001437,0.021821,-0.004303,0.001437,-0.001177,-0.000277,-0.067,-0.016,-0.001291,-0.000000,0.000114,-0.000431,0.000000,0.000154,1157741,4,1,1,0.19
2025-09-19T18:50:01.396576,0.6545,0.004313,-0.001461,0.021866,-0.004313,0.001461,-0.001347,-0.000558,-0.077,-0.032,-0.001294,-0.000000,-0.000053,-0.000438,0.000000,-0.000120,1157742,4,1,1,0.14
