timestamp,elapsed_time,pos_x,pos_y,pos_z,error_x,error_y,roll_ref_rad,pitch_ref_rad,roll_ref_deg,pitch_ref_deg,pid_x_p,pid_x_i,pid_x_d,pid_y_p,pid_y_i,pid_y_d,frame_number,marker_count,send_success,control_active,loop_time_ms
2025-09-26T19:02:07.083352,0.5042,-0.001516,-0.001855,0.022246,0.001516,0.001855,0.000211,-0.000258,0.012,-0.015,0.000211,0.000000,0.000000,-0.000258,-0.000000,-0.000000,1524994,4,1,1,0.20
2025-09-26T19:02:07.093934,0.5147,-0.001120,-0.002207,0.021762,0.001120,0.002207,-0.007609,-0.007211,-0.436,-0.413,0.000156,0.000001,-0.007765,-0.000307,-0.000001,-0.006904,1524995,4,1,1,0.35
2025-09-26T19:02:07.110622,0.5314,-0.001503,-0.002101,0.022017,0.001503,0.002101,0.004834,0.000994,0.277,0.057,0.000209,0.000001,0.004624,-0.000292,-0.000002,0.001288,1524996,4,1,1,0.14
2025-09-26T19:02:07.121181,0.5420,-0.001506,-0.002091,0.022084,0.001506,0.002091,0.000270,-0.000095,0.015,-0.005,0.000209,0.000001,0.000060,-0.000291,-0.000002,0.000197,1524997,4,1,1,0.31
2025-09-26T19:02:07.131448,0.5523,-0.001488,-0.002070,0.022072,0.001488,0.002070,-0.000141,0.000108,-0.008,0.006,0.000207,0.000002,-0.000350,-0.000288,-0.000002,0.000398,1524998,4,1,1,0.14
2025-09-26T19:02:07.141805,0.5626,-0.001506,-0.002084,0.022069,0.001506,0.002084,0.000565,-0.000574,0.032,-0.033,0.000209,0.000002,0.000353,-0.000290,-0.000003,-0.000281,1524999,4,1,1,0.16
2025-09-26T19:02:07.152367,0.5732,-0.001479,-0.002070,0.022026,0.001479,0.002070,-0.000326,-0.000008,-0.019,-0.000,0.000206,0.000002,-0.000534,-0.000288,-0.000003,0.000283,1525001,4,1,1,0.39
2025-09-26T19:02:07.162264,0.5831,-0.001474,-0.002062,0.022023,0.001474,0.002062,0.000109,-0.000130,0.006,-0.007,0.000205,0.000003,-0.000099,-0.000287,-0.000004,0.000160,1525001,4,1,1,0.20
2025-09-26T19:02:07.172551,0.5934,-0.001444,-0.002222,0.022007,0.001444,0.002222,-0.000388,-0.003459,-0.022,-0.198,0.000201,0.000003,-0.000591,-0.000309,-0.000004,-0.003146,1525003,4,1,1,0.11
2025-09-26T19:02:07.183069,0.6039,-0.001461,-0.002058,0.022001,0.001461,0.002058,0.000543,0.002886,0.031,0.165,0.000203,0.000003,0.000337,-0.000286,-0.000005,0.003177,1525004,4,1,1,0.13
2025-09-26T19:02:07.193258,0.6141,-0.001502,-0.002071,0.022087,0.001502,0.002071,0.001030,-0.000537,0.059,-0.031,0.000209,0.000003,0.000818,-0.000288,-0.000005,-0.000244,1525005,4,1,1,0.17
2025-09-26T19:02:07.203278,0.6241,-0.001516,-0.002092,0.022052,0.001516,0.002092,0.000497,-0.000736,0.028,-0.042,0.000211,0.000004,0.000283,-0.000291,-0.000005,-0.000440,1525006,4,1,1,0.16
2025-09-26T19:02:07.213846,0.6347,-0.001488,-0.002085,0.022056,0.001488,0.002085,-0.000334,-0.000154,-0.019,-0.009,0.000207,0.000004,-0.000545,-0.000290,-0.000006,0.000142,1525007,4,1,1,0.19
2025-09-26T19:02:07.224161,0.6450,-0.001508,-0.002101,0.022060,0.001508,0.002101,0.000609,-0.000611,0.035,-0.035,0.000210,0.000004,0.000395,-0.000292,-0.000006,-0.000313,1525008,4,1,1,0.14
2025-09-26T19:02:07.234399,0.6552,-0.001491,-0.002091,0.022005,0.001491,0.002091,-0.000118,-0.000094,-0.007,-0.005,0.000207,0.000005,-0.000330,-0.000291,-0.000007,0.000204,1525009,4,1,1,0.30
2025-09-26T19:02:07.244764,0.6656,-0.001523,-0.002177,0.022173,0.001523,0.002177,0.000840,-0.001993,0.048,-0.114,0.000212,0.000005,0.000623,-0.000303,-0.000007,-0.001683,1525010,4,1,1,0.14
2025-09-26T19:02:07.255326,0.6761,-0.001456,-0.001834,0.022196,0.001456,0.001834,-0.001088,0.006399,-0.062,0.367,0.000202,0.000005,-0.001296,-0.000255,-0.000008,0.006661,1525011,4,1,1,0.18
2025-09-26T19:02:07.265713,0.6865,-0.001488,-0.002157,0.022155,0.001488,0.002157,0.000837,-0.006629,0.048,-0.380,0.000207,0.000006,0.000624,-0.000300,-0.000008,-0.006321,1525012,4,1,1,0.15
2025-09-26T19:02:07.275804,0.6966,-0.001030,-0.002153,0.021610,0.001030,0.002153,-0.009139,-0.000233,-0.524,-0.013,0.000143,0.000006,-0.009288,-0.000299,-0.000008,0.000074,1525013,4,1,1,0.16
2025-09-26T19:02:07.286380,0.7072,-0.001494,-0.002101,0.022039,0.001494,0.002101,0.009199,0.000707,0.527,0.041,0.000208,0.000006,0.008985,-0.000292,-0.000009,0.001008,1525014,4,1,1,0.20
2025-09-26T19:02:07.296917,0.7177,-0.001476,-0.002085,0.022065,0.001476,0.002085,-0.000132,0.000012,-0.008,0.001,0.000205,0.000006,-0.000344,-0.000290,-0.000009,0.000311,1525015,4,1,1,0.27
2025-09-26T19:02:07.307294,0.7281,-0.001481,-0.002099,0.022065,0.001481,0.002099,0.000318,-0.000578,0.018,-0.033,0.000206,0.000007,0.000105,-0.000292,-0.000010,-0.000276,1525016,4,1,1,0.16
2025-09-26T19:02:07.317411,0.7382,-0.001484,-0.002106,0.022014,0.001484,0.002106,0.000270,-0.000429,0.015,-0.025,0.000206,0.000007,0.000057,-0.000293,-0.000010,-0.000126,1525017,4,1,1,0.17
2025-09-26T19:02:07.327922,0.7487,-0.001422,-0.002187,0.021796,0.001422,0.002187,-0.000998,-0.001886,-0.057,-0.108,0.000198,0.000007,-0.001203,-0.000304,-0.000011,-0.001572,1525018,4,1,1,0.16
2025-09-26T19:02:07.338008,0.7588,-0.001476,-0.001802,0.022172,0.001476,0.001802,0.001312,0.007534,0.075,0.432,0.000205,0.000008,0.001099,-0.000250,-0.000011,0.007796,1525019,4,1,1,0.18
2025-09-26T19:02:07.348072,0.7689,-0.001539,-0.002209,0.022149,0.001539,0.002209,0.001486,-0.008580,0.085,-0.492,0.000214,0.000008,0.001264,-0.000307,-0.000011,-0.008261,1525020,4,1,1,0.18
2025-09-26T19:02:07.358556,0.7794,-0.001471,-0.002092,0.021985,0.001471,0.002092,-0.001092,0.001975,-0.063,0.113,0.000205,0.000008,-0.001305,-0.000291,-0.000012,0.002277,1525021,4,1,1,0.14
2025-09-26T19:02:07.368719,0.7895,-0.001474,-0.002090,0.022057,0.001474,0.002090,0.000259,-0.000259,0.015,-0.015,0.000205,0.000009,0.000046,-0.000290,-0.000012,0.000044,1525022,4,1,1,0.22
2025-09-26T19:02:07.379069,0.7999,-0.001483,-0.002086,0.022051,0.001483,0.002086,0.000397,-0.000240,0.023,-0.014,0.000206,0.000009,0.000182,-0.000290,-0.000013,0.000062,1525023,4,1,1,0.15
2025-09-26T19:02:07.389330,0.8101,-0.001476,-0.002131,0.022026,0.001476,0.002131,0.000069,-0.001198,0.004,-0.069,0.000205,0.000009,-0.000145,-0.000296,-0.000013,-0.000888,1525024,4,1,1,0.11
